building_id,location_rating_MIKRAT_W,location_rating_IMAGE_W,location_rating_FZ_W,location_rating_DL_W,location_rating_NASE_W_DOM,location_rating_FGFRQZ
5427,3.6,3.9,4.0,3.0,8.0,1.0
3446,4.6,5.0,4.0,4.0,8.0,1.0
2117,3.4,1.1,3.1,4.0,3.0,1.0
1435,3.2,3.1,4.0,4.0,9.0,1.0
5393,3.6,3.9,4.0,3.0,8.0,1.0
2087,3.1,4.0,3.9,3.0,9.0,1.0
2827,3.5,4.1,4.0,5.0,9.0,4.0
3173,3.7,4.0,4.0,2.0,8.0,1.0
620,2.2,1.2,3.0,2.0,5.0,1.0
17735,2.2,1.2,3.9,3.0,5.0,1.0
2159,3.8,3.0,4.0,2.9,9.0,1.0
16581,3.6,3.1,4.0,3.1,9.0,1.0
14796,3.7,3.9,2.0,4.0,9.0,1.0
5377,3.8,4.1,2.0,4.1,9.0,1.0
16994,3.5,3.0,4.0,2.0,9.0,1.0
1090,3.2,4.0,5.0,4.0,9.0,1.0
555,3.4,3.0,4.0,1.0,5.0,1.0
7138,3.0,3.0,3.0,4.0,1.0,1.0
394,3.7,4.1,3.9,3.0,9.0,3.0
1022,3.6,3.0,4.0,4.1,9.0,3.0
773,3.4,4.0,4.0,4.9,7.0,3.0
16859,2.8,1.0,4.0,2.9,1.0,1.0
2079,4.4,4.0,5.0,5.0,9.0,1.0
944,4.2,4.1,3.0,3.0,9.0,2.0
5407,4.0,4.1,3.0,3.0,9.0,2.0
16497,3.2,3.9,1.0,2.0,9.0,1.0
465,4.6,4.0,5.0,5.0,9.0,2.0
29,3.9,3.0,3.9,4.9,9.0,1.0
2239,4.2,4.0,5.0,4.1,9.0,1.0
205,4.5,5.0,3.9,1.9,8.0,1.0
1034,2.6,1.0,3.9,2.0,2.0,1.0
315,4.2,4.0,4.9,5.0,9.0,5.0
1164,3.5,3.0,4.0,2.0,1.0,1.0
16136,2.9,1.2,3.0,4.0,1.0,1.0
1704,3.4,3.0,3.9,3.0,5.0,1.0
2106,3.6,3.0,4.1,3.0,9.0,1.0
6116,3.5,4.0,2.0,3.0,9.0,1.0
1390,2.8,1.1,4.0,1.0,1.0,1.0
4855,3.2,3.1,2.9,4.0,9.0,1.0
1151,2.5,1.0,3.0,3.0,1.0,1.0
1817,3.8,4.0,3.0,3.0,9.0,1.0
835,4.4,4.1,4.0,5.0,9.0,1.0
16542,3.0,3.1,1.1,2.1,8.0,1.0
2100,4.4,4.0,4.0,5.0,9.0,3.0
484,3.5,3.0,4.1,4.0,1.0,1.0
7479,4.1,4.0,5.0,3.9,6.0,1.0
3303,3.7,4.0,3.9,1.0,9.0,1.0
4995,4.1,4.1,3.0,5.0,9.0,2.0
17166,2.7,1.2,3.9,3.0,9.0,1.0
6346,4.1,4.0,3.0,5.0,9.0,5.0
6598,2.6,1.1,3.0,2.0,4.0,1.0
448,3.5,3.0,4.9,4.9,3.0,1.0
633,3.6,3.0,4.0,3.1,8.0,1.0
7134,3.4,3.0,2.9,3.9,5.0,1.0
2932,3.6,3.1,3.0,4.0,9.0,1.0
3158,3.3,3.0,3.1,4.0,6.0,1.0
1079,3.5,2.9,4.0,4.0,1.0,1.0
830,3.7,3.0,4.1,3.0,9.0,1.0
3165,3.3,3.0,3.1,4.0,9.0,1.0
2078,2.5,1.1,4.0,4.9,3.0,1.0
909,3.7,3.1,3.0,4.0,9.0,1.0
1682,3.0,1.2,4.0,3.0,3.0,1.0
16330,4.1,4.1,3.0,5.0,9.0,3.0
1233,3.5,3.0,4.1,2.0,4.0,1.0
6148,3.9,4.0,3.0,4.0,7.0,1.0
836,3.2,3.0,3.1,1.9,3.0,1.0
2836,4.2,4.0,4.9,5.0,9.0,5.0
1573,4.1,4.0,4.0,3.0,9.0,1.0
1373,3.1,3.0,4.0,2.0,9.0,1.0
481,2.9,3.0,4.0,4.0,9.0,1.0
2975,3.4,2.9,4.0,2.1,1.0,1.0
914,3.2,2.9,4.0,2.0,5.0,1.0
1088,3.7,4.0,4.0,4.0,9.0,1.0
2074,1.9,1.0,4.0,1.1,2.0,1.0
18211,4.0,4.0,3.1,4.9,9.0,1.0
3290,3.4,3.0,3.9,1.0,6.0,1.0
1005,3.3,4.1,3.0,3.0,9.0,1.0
17191,3.4,1.2,4.9,4.0,3.0,1.0
2288,4.4,5.0,4.0,3.1,7.0,1.0
1319,4.6,4.0,4.0,5.0,9.0,5.0
18231,4.1,4.0,4.0,4.9,9.0,1.0
3382,3.5,2.9,3.0,4.0,3.0,1.0
2243,3.4,1.1,3.0,3.0,3.0,1.0
16754,3.9,4.0,3.0,4.9,8.0,1.0
1638,4.2,4.0,4.9,5.0,9.0,5.0
1559,2.6,1.2,3.1,1.1,6.0,1.0
601,2.6,1.2,3.0,2.0,3.0,1.0
1159,3.4,3.0,3.0,1.0,6.0,1.0
3008,3.8,3.0,2.0,4.0,5.0,1.0
2378,3.6,3.0,4.0,3.9,3.0,1.0
686,2.5,1.0,3.0,1.0,1.0,1.0
600,3.1,3.0,3.0,2.0,6.0,1.0
2448,3.6,3.0,3.1,2.9,7.0,1.0
55,4.2,4.0,4.9,5.0,8.0,5.0
17033,3.6,4.0,4.0,3.1,9.0,1.0
5227,4.0,2.9,3.1,5.0,9.0,1.0
1143,3.8,3.9,4.0,2.0,8.0,1.0
5746,3.3,3.0,3.9,3.0,9.0,1.0
17189,3.4,1.2,4.9,4.0,3.0,1.0
5431,2.8,2.4,4.0,1.0,9.0,1.0
706,3.5,4.0,4.0,2.0,9.0,1.0
1536,2.9,1.1,3.0,2.9,3.0,1.0
5901,4.0,4.0,2.0,5.0,9.0,1.0
1529,3.6,2.9,4.0,4.0,9.0,1.0
2301,3.6,3.0,4.0,4.0,9.0,1.0
563,4.0,4.1,4.0,3.0,9.0,1.0
2969,3.1,1.6,5.0,4.9,9.0,2.0
468,3.9,4.1,4.0,2.0,9.0,1.0
3389,3.7,3.0,4.0,5.0,6.0,1.0
1696,4.0,4.1,4.0,5.0,9.0,4.0
2287,3.6,3.0,3.1,4.0,9.0,1.0
1901,3.8,3.9,3.9,4.0,9.0,1.0
1109,3.7,4.0,3.0,1.0,6.0,1.0
925,3.2,3.0,4.0,2.1,1.0,1.0
1226,3.4,2.9,4.0,4.0,2.0,1.0
2241,4.6,4.0,4.0,5.0,9.0,5.0
6465,3.5,3.0,4.0,4.0,9.0,2.0
17734,2.1,1.2,3.1,2.9,5.0,1.0
501,3.1,3.1,3.1,3.0,9.0,1.0
18267,2.9,1.2,4.0,4.9,5.0,1.0
1849,3.5,3.0,3.9,1.1,2.0,1.0
2005,3.5,1.2,2.0,4.0,3.0,1.0
1049,3.1,1.2,4.0,4.1,6.0,1.0
571,3.9,3.0,4.9,4.0,3.0,1.0
1707,3.4,2.9,4.0,2.0,1.0,1.0
1846,3.9,4.1,4.0,5.0,,2.0
3031,3.1,3.0,3.1,2.0,4.0,1.0
17729,2.1,1.2,3.1,2.9,5.0,1.0
6525,3.5,3.0,3.0,4.0,4.0,1.0
2491,2.6,1.2,4.0,3.9,1.0,1.0
2516,3.4,4.1,4.0,2.0,9.0,1.0
2304,3.0,1.2,2.0,4.0,4.0,1.0
404,4.0,4.0,3.0,3.0,1.0,2.0
1239,3.5,4.0,4.9,4.9,9.0,1.0
1032,2.9,1.0,3.1,2.1,2.0,1.0
2445,3.6,3.0,3.0,3.9,6.0,1.0
2897,4.2,4.0,3.0,5.0,6.0,5.0
3186,3.3,3.0,3.1,2.9,2.0,1.0
939,3.1,2.9,4.0,3.0,4.0,1.0
5256,3.1,1.0,1.9,4.1,1.0,1.0
2267,3.0,3.0,3.1,5.0,6.0,1.0
7169,3.4,3.0,2.9,4.0,5.0,1.0
257,2.8,1.2,4.0,4.0,2.0,1.0
5909,3.5,3.0,3.0,4.9,1.0,2.0
1729,2.8,1.1,4.0,4.1,5.0,1.0
5422,4.0,4.1,3.0,5.0,9.0,3.0
1554,3.8,4.0,2.0,4.1,9.0,2.0
18282,3.1,3.0,5.0,4.0,5.0,1.0
2968,3.5,4.1,4.0,5.0,6.0,3.0
5410,2.4,1.9,3.9,2.0,2.0,1.0
5669,3.9,4.0,3.0,5.0,9.0,1.0
843,3.4,3.0,3.1,4.0,9.0,1.0
1855,3.4,3.0,3.1,1.0,9.0,1.0
3132,3.1,1.1,3.0,4.1,3.0,1.0
1986,3.0,1.1,4.0,4.0,4.0,2.0
1065,3.1,2.9,3.0,1.9,6.0,1.0
1145,3.8,3.9,4.0,2.0,8.0,1.0
2994,3.2,3.0,3.0,2.1,9.0,1.0
1650,4.0,4.1,3.0,2.0,8.0,1.0
3024,3.3,3.0,3.9,3.0,6.0,1.0
17174,3.2,2.9,3.1,3.9,1.0,1.0
1913,3.2,3.0,4.0,4.0,5.0,1.0
6871,3.3,3.0,4.0,2.0,3.0,1.0
540,3.4,4.0,3.9,4.0,9.0,1.0
312,4.4,4.0,4.0,5.0,9.0,1.0
547,4.1,3.0,5.0,4.0,9.0,2.0
533,3.9,4.1,4.0,4.0,9.0,1.0
16244,3.2,4.0,4.0,4.0,9.0,1.0
2061,3.2,3.0,3.0,1.1,9.0,1.0
3129,2.8,1.1,4.0,2.0,2.0,3.0
770,4.1,4.1,4.0,5.0,9.0,2.0
3056,3.5,4.0,3.9,1.0,9.0,1.0
2036,3.8,3.0,4.0,4.0,9.0,1.0
5335,3.9,4.1,3.0,5.0,9.0,5.0
81,3.6,4.1,3.1,4.0,9.0,4.0
7491,3.7,4.1,4.0,2.1,9.0,1.0
3360,3.8,3.1,4.9,3.9,6.0,1.0
6085,3.6,3.0,4.0,4.0,9.0,1.0
105,2.9,1.2,4.0,5.0,3.0,4.0
253,2.5,1.2,3.9,1.0,2.0,1.0
6852,3.1,3.0,4.0,2.1,3.0,1.0
1117,2.8,2.1,4.0,2.0,9.0,1.0
6887,3.2,4.0,4.0,2.9,9.0,1.0
690,2.9,1.2,4.0,4.0,2.0,3.0
1013,2.5,1.2,3.0,1.0,4.0,1.0
16837,3.5,4.1,3.0,5.0,9.0,2.0
11,3.8,2.9,4.1,4.0,4.0,1.0
859,2.6,1.1,3.0,2.0,1.0,1.0
18044,3.4,4.0,4.0,3.0,9.0,1.0
2938,4.3,4.1,4.9,5.0,9.0,4.0
756,3.6,3.0,4.1,4.0,9.0,1.0
2840,4.3,4.1,4.0,5.0,9.0,5.0
510,3.7,2.9,4.1,2.0,1.0,1.0
7301,3.1,1.2,1.1,3.0,3.0,1.0
20,3.8,4.0,3.0,1.0,9.0,1.0
1918,2.2,1.1,3.0,2.0,1.0,1.0
1866,3.1,2.9,4.0,1.0,6.0,1.0
3062,3.5,4.0,4.0,1.0,9.0,1.0
323,3.6,4.0,4.0,4.9,9.0,1.0
7390,2.7,1.1,1.0,2.1,1.0,1.0
2260,3.8,4.0,4.0,5.0,9.0,4.0
5777,3.2,4.0,3.0,5.0,9.0,4.0
1544,3.9,4.1,2.9,4.0,9.0,2.0
2097,2.8,1.2,2.0,4.0,1.0,1.0
1928,2.8,1.2,4.0,4.0,1.0,1.0
1191,3.8,3.9,3.0,2.0,5.0,1.0
2278,3.5,4.0,3.0,1.0,8.0,1.0
93,4.2,4.1,3.0,5.0,9.0,4.0
1433,2.6,1.1,3.0,3.0,1.0,1.0
1016,2.4,1.1,3.0,1.0,2.0,1.0
89,3.5,4.0,4.0,4.9,6.0,1.0
6646,3.0,3.0,2.0,3.9,5.0,1.0
7387,2.7,1.1,1.0,2.1,1.0,1.0
17190,3.4,1.1,4.9,4.0,3.0,1.0
3001,3.6,3.0,3.0,3.9,3.0,1.0
4976,4.2,4.1,3.0,5.0,9.0,3.0
16820,3.3,4.1,3.0,5.0,9.0,1.0
1981,2.5,1.2,3.9,3.0,2.0,1.0
1123,4.3,4.0,4.9,4.0,9.0,1.0
2369,3.4,2.9,3.9,4.0,9.0,1.0
6977,3.5,1.2,3.9,4.0,2.0,1.0
687,2.8,1.1,4.0,5.0,1.0,1.0
2901,4.6,4.1,3.0,5.0,9.0,4.0
7236,2.9,3.0,3.0,2.9,3.0,1.0
3425,4.1,4.0,3.9,2.0,7.0,1.0
7468,2.4,1.0,3.0,1.1,3.0,1.0
7124,3.0,2.5,4.0,2.0,7.0,1.0
1864,3.1,2.9,4.0,1.0,6.0,1.0
6514,3.5,3.0,3.0,4.0,4.0,1.0
575,2.6,1.2,4.0,2.1,2.0,1.0
597,3.3,3.0,4.0,2.9,3.0,1.0
5541,3.5,4.1,3.0,5.0,9.0,1.0
1830,4.1,4.0,2.9,5.0,9.0,2.0
737,3.6,4.0,4.0,5.0,9.0,2.0
425,3.6,4.1,4.0,2.0,4.0,2.0
1277,3.2,3.0,2.9,5.0,3.0,1.0
1856,3.5,2.9,3.9,1.0,6.0,1.0
1566,3.1,3.0,4.0,4.0,4.0,1.0
6881,3.5,3.1,4.0,3.1,9.0,1.0
2534,3.1,1.1,4.0,4.9,3.0,1.0
2186,3.4,2.9,5.0,4.0,3.0,1.0
31,2.7,1.1,3.0,2.0,2.0,1.0
308,2.8,4.0,4.1,2.1,9.0,1.0
15705,4.1,4.1,3.0,5.0,9.0,2.0
3364,3.3,3.0,5.0,5.0,9.0,2.0
3317,4.3,4.0,5.0,5.0,9.0,2.0
5490,2.2,1.0,4.0,2.0,2.0,1.0
495,3.7,3.9,3.0,4.0,9.0,1.0
1543,3.5,3.0,4.0,3.0,9.0,1.0
2107,3.5,4.1,4.0,4.1,9.0,1.0
5926,3.9,3.0,3.0,5.0,9.0,1.0
776,2.9,1.0,4.0,4.0,2.0,1.0
3356,4.3,4.0,3.0,5.0,9.0,2.0
1341,3.2,2.9,4.0,4.0,5.0,1.0
7484,3.9,4.1,4.0,3.0,9.0,1.0
1712,3.4,3.0,4.0,2.1,4.0,1.0
3279,3.6,3.0,4.0,5.0,9.0,1.0
598,3.3,3.0,4.0,3.0,3.0,1.0
3381,3.5,2.9,3.0,4.0,3.0,1.0
586,3.8,3.9,3.9,2.1,5.0,1.0
565,4.0,4.1,4.0,3.0,9.0,1.0
1169,3.8,4.0,4.0,1.9,9.0,1.0
6220,2.5,1.2,4.0,3.0,1.0,1.0
2970,4.1,3.9,4.0,4.0,1.0,1.0
3371,3.6,2.9,4.9,3.0,7.0,1.0
1835,3.6,3.9,3.0,4.0,9.0,1.0
3163,4.1,4.1,4.1,3.0,9.0,2.0
6170,4.2,4.0,3.0,5.0,7.0,4.0
2857,3.9,4.1,4.0,4.9,9.0,4.0
3090,3.1,3.0,3.0,2.0,1.0,3.0
2495,3.5,3.0,4.0,1.0,9.0,1.0
3027,3.3,3.0,3.9,3.9,7.0,1.0
7477,3.9,4.0,5.0,4.0,9.0,1.0
1144,3.7,3.9,4.0,2.0,8.0,1.0
1840,2.6,1.1,3.0,4.0,1.0,1.0
1970,3.7,3.0,4.1,2.0,9.0,1.0
966,2.6,3.0,3.0,1.0,6.0,1.0
16140,2.9,1.2,3.0,4.0,3.0,1.0
2228,3.6,3.9,4.0,2.0,9.0,1.0
318,3.6,1.1,4.1,4.0,3.0,1.0
2027,3.9,4.0,3.9,2.0,9.0,1.0
2420,2.7,1.1,4.0,2.0,3.0,1.0
7496,3.9,4.0,4.0,3.9,7.0,1.0
7495,3.8,4.0,4.0,3.9,7.0,1.0
3292,3.3,3.0,3.9,1.1,9.0,1.0
353,2.8,1.1,4.0,4.0,1.0,1.0
136,3.5,4.0,4.0,2.0,7.0,1.0
16272,3.3,3.0,3.1,3.0,9.0,1.0
970,2.8,3.0,3.0,1.0,6.0,1.0
287,2.8,1.1,4.0,3.0,5.0,1.0
3399,3.6,4.0,4.9,4.9,9.0,4.0
1965,3.7,1.3,4.9,5.0,9.0,2.0
534,3.6,3.0,4.0,3.0,5.0,1.0
1889,3.8,3.9,4.0,2.1,9.0,1.0
761,2.9,1.2,4.0,4.0,9.0,1.0
1857,3.6,3.0,3.9,1.0,5.0,1.0
700,2.9,1.0,3.0,2.0,1.0,1.0
1443,4.3,4.1,4.9,5.0,9.0,4.0
3453,3.7,4.1,2.0,4.0,9.0,3.0
599,3.6,4.1,4.0,4.0,9.0,3.0
392,3.5,4.0,3.0,5.0,9.0,4.0
3372,3.7,3.0,4.9,3.0,1.0,1.0
996,3.3,4.0,3.1,2.0,1.0,1.0
732,2.9,1.1,4.9,3.0,1.0,1.0
16528,3.3,4.0,1.1,2.0,7.0,1.0
3401,3.5,4.1,3.0,4.0,9.0,4.0
873,2.7,1.1,3.0,2.0,1.0,1.0
452,3.8,4.1,4.0,5.0,9.0,2.0
525,3.7,4.0,4.9,3.1,9.0,1.0
2229,4.4,4.0,5.0,5.0,9.0,1.0
1863,3.1,2.9,4.0,1.0,6.0,1.0
467,3.4,3.0,4.0,4.0,9.0,3.0
18260,3.4,4.0,3.0,4.0,9.0,1.0
7248,3.1,2.9,3.0,2.1,1.0,1.0
17171,3.2,2.9,3.1,3.0,1.0,1.0
2130,4.1,4.0,2.9,5.0,9.0,2.0
1235,3.9,3.0,4.0,5.0,9.0,3.0
6214,2.5,1.2,4.0,3.0,1.0,1.0
1186,4.0,4.1,4.0,5.0,9.0,3.0
3387,3.7,3.0,4.0,4.9,6.0,1.0
5036,3.8,3.1,2.9,5.0,9.0,1.0
1021,3.7,3.0,4.0,4.1,9.0,2.0
4851,3.8,4.0,3.0,3.0,9.0,3.0
2806,4.4,4.0,4.0,5.0,9.0,1.0
2160,3.1,3.0,3.0,1.1,9.0,1.0
2481,3.0,4.0,4.0,2.1,8.0,1.0
1820,3.3,3.0,2.0,3.1,9.0,1.0
1371,2.9,1.1,4.0,4.0,,1.0
429,3.6,4.0,3.1,1.0,5.0,1.0
731,2.6,1.2,4.9,2.0,1.0,1.0
1723,3.8,3.9,4.0,3.0,4.0,1.0
1868,3.1,2.9,4.0,1.0,6.0,1.0
112,2.7,3.1,3.1,3.0,9.0,1.0
1190,3.9,4.0,3.1,2.9,9.0,1.0
6483,3.7,4.0,2.0,4.1,9.0,1.0
2980,3.4,4.0,5.0,5.0,,5.0
475,3.3,1.2,4.1,4.9,5.0,1.0
17092,2.9,1.2,4.0,2.9,4.0,1.0
7396,2.8,1.1,1.0,3.0,1.0,1.0
1412,3.8,4.0,5.0,5.0,9.0,2.0
3377,3.2,3.1,4.0,4.0,4.0,1.0
3002,4.2,4.1,5.0,5.0,9.0,5.0
2295,3.2,4.1,3.0,2.1,9.0,1.0
6432,4.2,4.0,3.0,5.0,9.0,3.0
5760,3.4,3.0,3.0,3.1,5.0,1.0
2450,3.5,3.9,3.9,1.0,9.0,1.0
2978,4.2,4.0,3.0,5.0,1.0,5.0
15792,3.2,4.1,2.1,4.9,8.0,1.0
2245,3.4,2.9,4.0,5.0,4.0,1.0
1370,2.9,1.1,3.9,3.0,1.0,1.0
789,3.6,3.0,5.0,4.1,3.0,1.0
15465,3.8,3.9,3.0,3.0,9.0,1.0
2799,4.2,4.1,4.0,4.0,9.0,1.0
999,3.0,4.0,3.1,2.0,9.0,1.0
593,3.7,3.9,4.0,2.1,5.0,1.0
2063,3.5,3.0,4.1,4.0,3.0,1.0
1900,2.8,1.2,4.0,2.1,5.0,1.0
1677,3.2,3.0,3.0,2.1,1.0,1.0
946,3.1,4.1,3.0,3.1,9.0,1.0
1276,3.5,4.1,4.1,5.0,9.0,4.0
746,3.0,1.2,3.9,3.0,3.0,1.0
2279,4.3,4.1,4.0,3.1,9.0,2.0
1570,3.5,3.1,4.0,4.0,8.0,1.0
7354,2.6,1.0,3.1,1.1,1.0,1.0
157,4.3,4.1,4.0,4.1,9.0,1.0
1709,2.9,2.9,4.0,2.0,1.0,1.0
1844,2.5,1.2,3.0,4.0,1.0,1.0
4986,4.2,4.1,3.0,5.0,9.0,3.0
1984,3.1,3.0,3.9,2.1,3.0,1.0
16903,3.2,4.0,3.0,5.0,9.0,3.0
2679,4.3,4.0,5.0,5.0,9.0,1.0
90,3.4,3.0,4.0,2.0,2.0,1.0
18238,4.0,4.0,2.0,4.9,9.0,2.0
2380,3.6,4.1,4.1,4.0,8.0,3.0
1552,2.7,1.2,3.0,3.9,1.0,1.0
16762,4.2,4.0,3.0,4.9,9.0,1.0
2933,3.7,3.1,3.0,4.0,9.0,1.0
2306,3.1,1.2,2.0,4.0,2.0,1.0
1128,2.6,1.1,4.0,4.1,2.0,1.0
2398,3.0,2.9,3.0,2.0,1.0,1.0
499,3.5,3.0,3.9,4.0,3.0,1.0
2189,3.5,3.0,4.1,4.1,4.0,1.0
2004,3.5,1.0,2.0,4.1,3.0,1.0
7499,4.0,4.0,4.0,3.0,8.0,1.0
3006,4.6,4.0,4.0,5.0,6.0,5.0
1340,3.2,2.9,4.0,4.0,5.0,1.0
386,4.4,4.1,3.0,5.0,9.0,4.0
725,3.9,4.1,4.0,4.0,9.0,1.0
1025,3.6,3.0,4.0,4.0,5.0,1.0
1640,4.4,4.0,4.0,5.0,9.0,5.0
589,3.7,3.9,4.0,2.1,6.0,1.0
7211,2.7,1.2,4.0,2.0,1.0,1.0
1689,4.0,2.9,4.0,4.0,6.0,1.0
2461,3.3,3.0,3.1,4.0,5.0,1.0
27,3.2,3.0,4.1,2.1,9.0,1.0
133,3.4,3.0,4.0,1.9,7.0,1.0
331,3.5,4.1,4.0,5.0,9.0,1.0
1520,3.4,3.0,4.0,2.9,3.0,1.0
1556,2.7,1.2,4.0,1.0,3.0,1.0
613,3.0,3.0,2.9,1.0,5.0,1.0
17095,2.9,1.2,4.0,2.9,4.0,1.0
1020,3.7,3.0,4.0,4.1,9.0,1.0
1892,3.5,3.1,4.0,2.1,5.0,1.0
5249,3.2,3.0,4.1,3.0,3.0,1.0
1934,2.6,1.2,4.0,4.1,1.0,1.0
2417,2.7,1.2,4.0,2.0,4.0,1.0
6991,3.8,3.0,3.9,4.0,6.0,1.0
578,2.7,1.2,4.0,2.0,1.0,1.0
3164,3.3,3.0,3.1,4.0,9.0,1.0
2285,3.1,3.0,3.1,1.0,9.0,1.0
16172,3.4,1.0,4.0,4.1,2.0,1.0
1833,2.8,3.0,3.0,2.0,5.0,1.0
516,2.6,1.0,4.0,2.9,1.0,2.0
1836,3.9,4.0,4.0,2.0,9.0,1.0
1106,3.7,3.1,3.9,3.0,9.0,1.0
2971,4.1,4.0,4.0,4.0,9.0,1.0
60,3.1,1.2,4.0,4.0,5.0,1.0
6386,3.6,3.0,3.0,4.0,3.0,2.0
1160,3.4,3.0,3.0,1.0,6.0,1.0
1478,3.8,4.1,4.0,4.0,9.0,1.0
2792,4.5,4.1,3.0,5.0,9.0,4.0
2993,3.2,3.0,3.0,2.1,9.0,1.0
3184,3.3,3.0,4.0,2.0,9.0,1.0
5048,3.9,3.1,2.9,5.0,9.0,2.0
1069,2.6,1.2,4.0,2.0,9.0,1.0
18276,3.7,4.1,3.0,4.0,9.0,2.0
6611,2.7,1.1,3.0,2.0,2.0,1.0
3058,3.3,3.0,4.0,1.0,9.0,1.0
3009,3.8,3.0,2.0,4.0,5.0,1.0
17185,3.4,2.9,4.0,4.0,2.0,1.0
1385,3.6,3.0,5.0,5.0,4.0,5.0
1359,3.0,3.0,2.0,3.0,3.0,1.0
